SKU_NAME,unitem2,keyword,color,day_avg,sum_revenue,discount_avg,tag_price,tagprice_level,dc_rate_level,sum_revenue_level,avg_revenue,avg_revenue_level,material,rate_salezero,sum_salescount,avg_salescount,highavg_salescount,steady,spot,popitem,SKU_CODE,BRAND_NAME
배색 원피스 MSAGWO1750,배색원피스,기타  ,멜란지그레이 핑크 멜란지그레이 핑크           ,172,192178000,19.87186047,259000,tagprice50_75,dc_rate50_75,sum_revenue75_100,1117313.953,avg_revenue75_100,폴리에스터 레이온  폴리우레탄  폴리에스터  폴리에스터  폴리에스터            ,75,742,4.313953488,31,steady,spot,인기상품,MSAGWO1750,MINIMUM
여성용 RESCUE 크롭탑 래쉬가드W_KWM17217,여성용크롭탑래쉬가드,크롭  ,RED              ,43,783000,0.627906977,26100,tagprice0_25,dc_rate0_25,sum_revenue0_25,18209.30233,avg_revenue0_25,0,97.6744186,30,0.697674419,1,기타,기타,기타,KWM17217P,K2
둥근카라원피스(LGOPIB9600),둥근카라원피스,카라  ,핑크 블랙             ,172,6360000,20.4177907,159000,tagprice25_50,dc_rate50_75,sum_revenue25_50,36976.74419,avg_revenue25_50,폴리에스터 폴리우레탄                ,96.51162791,40,0.23255814,6,기타,기타,기타,LGOPIB9600,LYNN
스웨터 레이어드 프린트 원피스 (HOS11NA50M_WT),스웨터레이어드프린트원피스,프린트 레이어드 ,화이트              ,171,43792000,16.30426901,238000,tagprice50_75,dc_rate50_75,sum_revenue75_100,256093.5673,avg_revenue75_100,면 아크릴                ,92.98245614,184,1.076023392,10,기타,기타,기타,HOS11NA50MWT,HAZZYSKIDS
롱기본 원피스(LGOPIB9500),롱기본원피스,기본 롱 ,네이비 멜란지그레이             ,172,8619000,11.69534884,169000,tagprice25_50,dc_rate25_50,sum_revenue25_50,50110.46512,avg_revenue25_50,폴리에스터                ,94.76744186,51,0.296511628,9,기타,기타,기타,LGOPIB9500,LYNN
페미닌한 원피스  N181MSE005,페미닌한원피스,페미닌  ,다크네이비 카키 다크네이비 카키 다크네이비 카키         ,171,36778000,40.31567251,259000,tagprice50_75,dc_rate75_100,sum_revenue75_100,215076.0234,avg_revenue75_100,레이온 폴리에스터  모  폴리우레탄  레이온  폴리에스터  모  폴리우레탄          ,92.98245614,142,0.830409357,12,기타,기타,기타,N181MSE005,NICECLAUP
18년 SS 여성 브이넥 플레어 원피스 EF213L-18A 001,년여성브이넥플레어원피스,플레어  ,화이트              ,169,21244000,11.53751479,188000,tagprice50_75,dc_rate25_50,sum_revenue50_75,125704.142,avg_revenue50_75,면 폴리우레탄                ,79.28994083,113,0.668639053,35,steady,spot,인기상품,EF213L18A001,LACOSTELIVE
러플네크 우븐+져지 MIX 원피스 (HOS12NA52M_NV),러플네크우븐져지원피스,러플  ,미분류              ,171,43076000,11.26725146,178000,tagprice25_50,dc_rate25_50,sum_revenue75_100,251906.4327,avg_revenue75_100,폴리에스터 레이온  폴리우레탄               ,85.38011696,242,1.415204678,13,steady,기타,기타,HOS12NA52MNV,HAZZYSKIDS
여아 프리미엄 져지 원피스 (HOS12NA54M_BG),여아프리미엄져지원피스,기타  ,베이지              ,172,41296000,18.92337209,178000,tagprice25_50,dc_rate50_75,sum_revenue75_100,240093.0233,avg_revenue75_100,폴리에스터 레이온  폴리우레탄               ,90.69767442,232,1.348837209,12,기타,기타,기타,HOS12NA54MBG,HAZZYSKIDS
정장원피스(MRDAWO1520),정장원피스,정장  ,멜란지그레이 핑크 멜란지그레이 핑크           ,50,15840000,0.18,264000,tagprice75_100,dc_rate0_25,sum_revenue50_75,316800,avg_revenue75_100,폴리에스터 레이온  폴리우레탄  폴리에스터  폴리우레탄  폴리에스터            ,96,60,1.2,2,기타,기타,기타,MRDAWO1520,MINIMUM
사선러플 벨티드 원피스 MRDAWO1520,사선러플벨티드원피스,벨트 러플 ,멜란지그레이 핑크 멜란지그레이 핑크           ,171,6864000,11.51052632,264000,tagprice75_100,dc_rate25_50,sum_revenue25_50,40140.35088,avg_revenue25_50,폴리에스터 레이온  폴리우레탄  폴리에스터  폴리우레탄  폴리에스터            ,90.05847953,26,0.152046784,17,기타,기타,기타,MRDAWO1520,MINIMUM
기본원피스(MRDAWO1530),기본원피스,기본  ,블랙 라이트핑크L/PK 블랙 라이트핑크           ,51,17940000,0.529411765,299000,tagprice75_100,dc_rate0_25,sum_revenue50_75,351764.7059,avg_revenue75_100,아크릴 폴리에스터  모  폴리에스터  폴리에스터             ,96.07843137,60,1.176470588,2,기타,기타,기타,MRDAWO1530,MINIMUM
비즈장식 원피스 MRDAWO1530,비즈장식원피스,장식  ,블랙 라이트핑크L/PK 블랙 라이트핑크           ,171,50830000,11.88707602,299000,tagprice75_100,dc_rate25_50,sum_revenue75_100,297251.462,avg_revenue75_100,아크릴 폴리에스터  모  폴리에스터  폴리에스터             ,86.5497076,170,0.994152047,21,기타,spot,기타,MRDAWO1530,MINIMUM
기본정장원피스(MRDAWO2640),기본정장원피스,정장 기본 ,핑크 베이지 베이지 핑크           ,50,16740000,0.54,279000,tagprice75_100,dc_rate0_25,sum_revenue50_75,334800,avg_revenue75_100,폴리에스터 폴리우레탄  폴리에스터  폴리에스터              ,96,60,1.2,2,기타,기타,기타,MRDAWO2640,MINIMUM
클래식 벨티드 원피스 MRDAWO2640,클래식벨티드원피스,벨트 클래식 ,핑크 베이지 베이지 핑크           ,172,47151000,11.42656977,279000,tagprice75_100,dc_rate25_50,sum_revenue75_100,274133.7209,avg_revenue75_100,폴리에스터 폴리우레탄  폴리에스터  폴리에스터              ,87.79069767,169,0.98255814,21,기타,spot,기타,MRDAWO2640,MINIMUM
꽃프린트원피스(MRDAWO0340),꽃프린트원피스,프린트 플라워 ,네이비 민트 민트 네이비           ,51,16740000,0.588235294,279000,tagprice75_100,dc_rate0_25,sum_revenue50_75,328235.2941,avg_revenue75_100,폴리에스터 폴리에스터  폴리우레탄  폴리에스터  폴리에스터             ,96.07843137,60,1.176470588,2,기타,기타,기타,MRDAWO0340,MINIMUM
플라워패턴 브로치장식 원피스 MRDAWO0340,플라워패턴브로치장식원피스,플라워 장식 ,네이비 민트 민트 네이비           ,171,46872000,11.49064327,279000,tagprice75_100,dc_rate25_50,sum_revenue75_100,274105.2632,avg_revenue75_100,폴리에스터 폴리에스터  폴리우레탄  폴리에스터  폴리에스터             ,84.79532164,168,0.98245614,25,steady,spot,인기상품,MRDAWO0340,MINIMUM
레이스A라인원피스(MRDAWO1390),레이스라인원피스,레이스  ,크림 핑크 크림 핑크           ,50,18148000,0.66,349000,tagprice75_100,dc_rate0_25,sum_revenue50_75,362960,avg_revenue75_100,폴리에스터 폴리에스터  면  견              ,96,52,1.04,2,기타,기타,기타,MRDAWO1390,MINIMUM
플라워 자수 포인트 원피스 MRDAWO1390,플라워자수포인트원피스,플라워 포인트 ,크림 핑크 크림 핑크           ,171,72243000,11.51052632,349000,tagprice75_100,dc_rate25_50,sum_revenue75_100,422473.6842,avg_revenue75_100,폴리에스터 폴리에스터  면  견              ,79.53216374,207,1.210526316,26,steady,spot,인기상품,MRDAWO1390,MINIMUM
기본프릴원피스(MRDAWO2560),기본프릴원피스,프릴 기본 ,크림 핑크 크림 핑크           ,50,15066000,0.6,279000,tagprice75_100,dc_rate0_25,sum_revenue50_75,301320,avg_revenue75_100,폴리에스터 폴리에스터                ,96,54,1.08,2,기타,기타,기타,MRDAWO2560,MINIMUM
페미닌 프릴 원피스 MRDAWO2560,페미닌프릴원피스,프릴 페미닌 ,크림 핑크 크림 핑크           ,170,76167000,11.46723529,279000,tagprice75_100,dc_rate25_50,sum_revenue75_100,448041.1765,avg_revenue75_100,폴리에스터 폴리에스터                ,80.58823529,273,1.605882353,24,steady,spot,인기상품,MRDAWO2560,MINIMUM
카라정장원피스(MRDAWO2620),카라정장원피스,카라 정장 ,아이보리 블랙 블랙 아이보리           ,50,14784000,0.66,264000,tagprice75_100,dc_rate0_25,sum_revenue50_75,295680,avg_revenue75_100,폴리에스터 폴리에스터  폴리에스터               ,92,56,1.12,2,기타,기타,기타,MRDAWO2620,MINIMUM
배색포인트 원피스 MRDAWO2620,배색포인트원피스,포인트  ,아이보리 블랙 블랙 아이보리           ,172,31680000,11.44645349,264000,tagprice75_100,dc_rate25_50,sum_revenue75_100,184186.0465,avg_revenue75_100,폴리에스터 폴리에스터  폴리에스터               ,81.97674419,120,0.697674419,31,steady,spot,인기상품,MRDAWO2620,MINIMUM
레이스원피스(MRDAWO1490),레이스원피스,레이스  ,와인 그린 와인 그린           ,50,15548000,0.66,299000,tagprice75_100,dc_rate0_25,sum_revenue50_75,310960,avg_revenue75_100,나일론 면  폴리에스터  폴리에스터              ,94,52,1.04,2,기타,기타,기타,MRDAWO1490,MINIMUM
플라워레이스 시스루 원피스 MRDAWO1490,플라워레이스시스루원피스,플라워 레이스 시스루,와인 그린 와인 그린           ,171,86112000,11.49064327,299000,tagprice75_100,dc_rate25_50,sum_revenue75_100,503578.9474,avg_revenue75_100,나일론 면  폴리에스터  폴리에스터              ,80.11695906,288,1.684210526,34,steady,spot,인기상품,MRDAWO1490,MINIMUM
레이스프릴원피스(MRDAWO0370),레이스프릴원피스,레이스 프릴 ,다크핑크D/PK 다크블루D/BL 다크블루 핑크레드           ,50,18212000,0.66,314000,tagprice75_100,dc_rate0_25,sum_revenue50_75,364240,avg_revenue75_100,폴리에스터 폴리우레탄  폴리에스터               ,96,58,1.16,2,기타,기타,기타,MRDAWO0370,MINIMUM
레이스 플레어 원피스 MRDAWO0370,레이스플레어원피스,플레어 레이스 ,다크핑크D/PK 다크블루D/BL 다크블루 핑크레드           ,171,54950000,11.69894737,314000,tagprice75_100,dc_rate25_50,sum_revenue75_100,321345.0292,avg_revenue75_100,폴리에스터 폴리우레탄  폴리에스터               ,80.70175439,175,1.023391813,24,steady,spot,인기상품,MRDAWO0370,MINIMUM
차이나카라기본원피스(MRDAWO2550),차이나카라기본원피스,카라 기본 ,블랙 퍼플 퍼플 블랙           ,51,18538000,0.647058824,299000,tagprice75_100,dc_rate0_25,sum_revenue50_75,363490.1961,avg_revenue75_100,폴리에스터 폴리에스터  폴리에스터  폴리에스터  폴리에스터             ,94.11764706,62,1.215686275,2,기타,기타,기타,MRDAWO2550,MINIMUM
사선절개 원피스 MRDAWO2550,사선절개원피스,기타  ,블랙 퍼플 퍼플 블랙           ,172,89700000,12.51046512,299000,tagprice75_100,dc_rate25_50,sum_revenue75_100,521511.6279,avg_revenue75_100,폴리에스터 폴리에스터  폴리에스터  폴리에스터  폴리에스터             ,80.23255814,300,1.744186047,34,steady,spot,인기상품,MRDAWO2550,MINIMUM
클래식기본원피스(MRDAWO1470),클래식기본원피스,기본 클래식 ,블랙 와인 블랙 와인           ,50,16182000,0.6,279000,tagprice75_100,dc_rate0_25,sum_revenue50_75,323640,avg_revenue75_100,폴리에스터 폴리에스터  폴리에스터               ,92,58,1.16,2,기타,기타,기타,MRDAWO1470,MINIMUM
심플 모던 벨티드 원피스 MRDAWO1470,심플모던벨티드원피스,벨트 심플 ,블랙 와인 블랙 와인           ,171,44919000,11.49064327,279000,tagprice75_100,dc_rate25_50,sum_revenue75_100,262684.2105,avg_revenue75_100,폴리에스터 폴리에스터  폴리에스터               ,78.94736842,161,0.941520468,20,steady,spot,인기상품,MRDAWO1470,MINIMUM
프릴기본정장원피스(MRDAWO1510),프릴기본정장원피스,프릴 정장 기본,와인 네이비 네이비 와인           ,50,16740000,0.6,279000,tagprice75_100,dc_rate0_25,sum_revenue50_75,334800,avg_revenue75_100,아세테이트 폴리에스터  폴리에스터               ,96,60,1.2,2,기타,기타,기타,MRDAWO1510,MINIMUM
드레이프 러플장식 원피스 MRDAWO1510,드레이프러플장식원피스,러플 장식 ,와인 네이비 네이비 와인           ,171,75609000,12.18614035,279000,tagprice75_100,dc_rate25_50,sum_revenue75_100,442157.8947,avg_revenue75_100,아세테이트 폴리에스터  폴리에스터               ,81.28654971,271,1.584795322,32,steady,spot,인기상품,MRDAWO1510,MINIMUM
투피스형 정장원피스(MRDAWO9180),투피스형정장원피스,투피스 정장 ,멜란지그레이              ,50,10560000,0.18,264000,tagprice75_100,dc_rate0_25,sum_revenue50_75,211200,avg_revenue75_100,폴리에스터 폴리에스터  폴리우레탄  폴리에스터  폴리에스터  폴리에스터  폴리우레탄           ,96,40,0.8,2,기타,기타,기타,MRDAWO9180,MINIMUM
클래식 투피스ST 벨티드 원피스 MRDAWO9180,클래식투피스벨티드원피스,벨트 투피스 클래식,멜란지그레이              ,171,19272000,11.51052632,264000,tagprice75_100,dc_rate25_50,sum_revenue50_75,112701.7544,avg_revenue50_75,폴리에스터 폴리에스터  폴리우레탄  폴리에스터  폴리에스터  폴리에스터  폴리우레탄           ,77.19298246,73,0.426900585,39,steady,spot,인기상품,MRDAWO9180,MINIMUM
레이스배색기본원피스(MRDAWO2580),레이스배색기본원피스,레이스 기본 ,네이비 네이비             ,51,10560000,0.588235294,264000,tagprice75_100,dc_rate0_25,sum_revenue50_75,207058.8235,avg_revenue75_100,폴리에스터 폴리에스터  나일론  면  레이온  폴리에스터            ,96.07843137,40,0.784313725,2,기타,기타,기타,MRDAWO2580,MINIMUM
레이스배색 원피스 MRDAWO2580,레이스배색원피스,레이스  ,네이비 네이비             ,172,36432000,11.93918605,264000,tagprice75_100,dc_rate25_50,sum_revenue75_100,211813.9535,avg_revenue75_100,폴리에스터 폴리에스터  나일론  면  레이온  폴리에스터            ,81.97674419,138,0.802325581,31,steady,spot,인기상품,MRDAWO2580,MINIMUM
정장원피스(MRDAWO2590),정장원피스,정장  ,블랙 블랙             ,50,10032000,0.6,264000,tagprice75_100,dc_rate0_25,sum_revenue50_75,200640,avg_revenue75_100,아세테이트 폴리에스터  폴리에스터  아세테이트  폴리에스터  레이온  폴리에스터  폴리우레탄  폴리에스터         ,96,38,0.76,2,기타,기타,기타,MRDAWO2590,MINIMUM
배색 원피스 MRDAWO2590,배색원피스,기타  ,블랙 블랙             ,171,36168000,11.51052632,264000,tagprice75_100,dc_rate25_50,sum_revenue75_100,211508.7719,avg_revenue75_100,아세테이트 폴리에스터  폴리에스터  아세테이트  폴리에스터  레이온  폴리에스터  폴리우레탄  폴리에스터         ,84.79532164,137,0.801169591,26,steady,spot,인기상품,MRDAWO2590,MINIMUM
더블단추 체크포인트 원피스(LGOPIB9700),더블단추체크포인트원피스,체크 포인트 ,멀티              ,169,7446000,11.70946746,219000,tagprice50_75,dc_rate25_50,sum_revenue25_50,44059.1716,avg_revenue25_50,폴리에스터 레이온  폴리우레탄               ,98.22485207,34,0.201183432,3,기타,기타,기타,LGOPIB9700,LYNN
루즈핏롱니트원피스 N181KSE001,루즈핏롱니트원피스,니트 롱 루즈핏,블루 블루             ,170,12331000,25.19029412,209000,tagprice50_75,dc_rate75_100,sum_revenue50_75,72535.29412,avg_revenue50_75,모 나일론  레이온  모  나일론  레이온            ,95.88235294,59,0.347058824,7,기타,기타,기타,N181KSE001,NICECLAUP
랄프 로렌 메리노 울 터틀넥 드레스(WMPODRSN6810050E68),랄프로렌메리노울터틀넥드레스,기타  ,탠              ,169,6885000,3.585798817,459000,tagprice75_100,dc_rate0_25,sum_revenue25_50,40739.64497,avg_revenue25_50,울 가죽                ,99.40828402,15,0.088757396,1,기타,기타,기타,WMPODRSN6810050E68,RALPHLAUREN
여성 코튼 혼방 믹스 스트라이프 드레스 TUMS1OZE32D0,여성코튼혼방믹스스트라이프드레스,스트라이프  ,멀티블루              ,172,3675000,31.64174419,175000,tagprice25_50,dc_rate75_100,sum_revenue25_50,21366.27907,avg_revenue25_50,면 폴리우레탄                ,93.60465116,21,0.122093023,11,기타,기타,기타,TUMS1OZE32D0H,TOMMYHILFIGER
여성 데님 벨티드 셔츠 원피스 TUMS1OZE30D0,여성데님벨티드셔츠원피스,벨트 셔츠 데님,인디고 인디고             ,172,5655000,34.29645349,195000,tagprice50_75,dc_rate75_100,sum_revenue25_50,32877.90698,avg_revenue25_50,면                ,90.69767442,29,0.168604651,16,기타,기타,기타,TUMS1OZE30D0H,TOMMYHILFIGER
플라워프린팅 원피스 MSAOWO2940,플라워프린팅원피스,플라워 프린트 ,네이비 핑크 핑크 네이비 네이비 핑크         ,173,166284000,14.97109827,279000,tagprice75_100,dc_rate50_75,sum_revenue75_100,961179.1908,avg_revenue75_100,폴리에스터 폴리에스터  폴리에스터  폴리에스터              ,68.78612717,596,3.445086705,30,steady,spot,인기상품,MSAOWO2940,MINIMUM
브이넥 원피스 MSAOWO1910,브이넥원피스,기타  ,멜란지그레이 네이비 멜란지그레이 네이비 멜란지그레이 네이비         ,119,64078000,12.89579832,199000,tagprice50_75,dc_rate25_50,sum_revenue75_100,538470.5882,avg_revenue75_100,폴리에스터 폴리우레탄  폴리에스터  폴리에스터  폴리우레탄  폴리에스터            ,73.1092437,322,2.705882353,12,steady,기타,기타,MSAOWO1910,MINIMUM
클래식 심플 원피스 MRDAWO9160,클래식심플원피스,심플 클래식 ,블랙 그린 블랙 그린           ,170,73476000,12.00541176,314000,tagprice75_100,dc_rate25_50,sum_revenue75_100,432211.7647,avg_revenue75_100,아세테이트 폴리에스터  폴리에스터  폴리에스터              ,78.23529412,234,1.376470588,32,steady,spot,인기상품,MRDAWO9160,MINIMUM
하아토 목걸이 원피스(LGOPIA94),하아토목걸이원피스,기타  ,네이비 핑크 핑크 네이비           ,170,46003000,17.91064706,179000,tagprice25_50,dc_rate50_75,sum_revenue75_100,270605.8824,avg_revenue75_100,폴리에스터 레이온                ,87.05882353,257,1.511764706,22,기타,spot,기타,LGOPIA94,LYNN
슬림핏벨티드원피스(LGOPIB95),슬림핏벨티드원피스,벨트 슬림 ,그레이 네이비 네이비 그레이           ,168,25857000,12.73214286,169000,tagprice25_50,dc_rate25_50,sum_revenue75_100,153910.7143,avg_revenue75_100,0,87.5,153,0.910714286,10,기타,기타,기타,LGOPIB95,LYNN
고급스러운트렌치형원피스LGOPIB97,고급스러운트렌치형원피스,기타  ,멀티칼라 멀티             ,169,4380000,13.20284024,219000,tagprice50_75,dc_rate25_50,sum_revenue25_50,25917.15976,avg_revenue25_50,레이온 폴리우레탄                ,95.85798817,20,0.118343195,7,기타,기타,기타,LGOPIB97,LYNN
H라인벨티드원피스LGOPIA99,라인벨티드원피스,벨트  ,블랙 레드 레드 블랙           ,169,17005000,12.74556213,179000,tagprice25_50,dc_rate25_50,sum_revenue50_75,100621.3018,avg_revenue50_75,레이온 폴리우레탄                ,94.08284024,95,0.562130178,6,기타,기타,기타,LGOPIA99,LYNN
스카프포인트원피스LGOPIB98,스카프포인트원피스,포인트  ,블랙 핑크 블랙 핑크           ,169,20352000,12.74556213,159000,tagprice25_50,dc_rate25_50,sum_revenue50_75,120426.0355,avg_revenue50_75,0,91.71597633,128,0.75739645,8,기타,기타,기타,LGOPIB98,LYNN
리본포인트A라인원피스LTOPIB71,리본포인트라인원피스,리본 포인트 ,블랙 블루 블랙 블루           ,169,31374000,13.22272189,249000,tagprice50_75,dc_rate25_50,sum_revenue75_100,185644.9704,avg_revenue75_100,0,90.53254438,126,0.74556213,8,기타,기타,기타,LTOPIB71,LYNN
타이 브이넥 원피스 MSAGWO2810,타이브이넥원피스,기타  ,라이트핑크 네이비NA 라이트핑크L/PK 네이비 라이트핑크 네이비         ,168,89386000,14.67011905,239000,tagprice50_75,dc_rate25_50,sum_revenue75_100,532059.5238,avg_revenue75_100,폴리에스터 폴리에스터  폴리에스터  폴리에스터  폴리에스터             ,73.21428571,374,2.226190476,30,steady,spot,인기상품,MSAGWO2810,MINIMUM
플리츠소매 원피스 MSAGWO2760,플리츠소매원피스,플리츠  ,라이트핑크 네이비 라이트핑크L/PK 네이비 라이트핑크 네이비         ,169,103753000,23.28727811,299000,tagprice75_100,dc_rate75_100,sum_revenue75_100,613923.0769,avg_revenue75_100,폴리에스터 폴리에스터  폴리에스터  폴리에스터  폴리에스터             ,71.59763314,347,2.053254438,31,steady,spot,인기상품,MSAGWO2760,MINIMUM
레이스 레이어드 원피스 MSAOWO1900,레이스레이어드원피스,레이스 레이어드 ,살몬 네이비 네이비 살몬 네이비 살몬         ,168,47242000,28.35107143,299000,tagprice75_100,dc_rate75_100,sum_revenue75_100,281202.381,avg_revenue75_100,나일론 레이온  폴리에스터  나일론  레이온  폴리에스터  폴리에스터  폴리에스터          ,77.97619048,158,0.94047619,27,steady,spot,인기상품,MSAOWO1900,MINIMUM
7부주름원피스 MRCAWO7110,부주름원피스,주름  ,블랙 와인 와인 블랙           ,162,69819000,20.70969136,629000,tagprice75_100,dc_rate50_75,sum_revenue75_100,430981.4815,avg_revenue75_100,폴리에스터 폴리에스터                ,88.88888889,111,0.685185185,12,기타,기타,기타,MRCAWO7110,MINIMUM
레이스 배색 프레이드 드레스,레이스배색프레이드드레스,레이스  ,#ECCB #BE             ,124,16065000,0,765000,tagprice75_100,dc_rate0_25,sum_revenue50_75,129556.4516,avg_revenue50_75,면 면  나일론  레이온  폴리에스터             ,87.09677419,21,0.169354839,16,기타,기타,기타,MN1I0WOP402W,MINE
스트라이프 랩 드레스,스트라이프랩드레스,스트라이프 랩 ,#ECC              ,124,18590000,0,845000,tagprice75_100,dc_rate0_25,sum_revenue50_75,149919.3548,avg_revenue75_100,면 폴리우레탄  견  면  레이온             ,86.29032258,22,0.177419355,17,steady,기타,기타,MN1I1WOP425W,MINE
레이어드 슬리브 브이넥 드레스,레이어드슬리브브이넥드레스,레이어드  ,#              ,123,6360000,0,795000,tagprice75_100,dc_rate0_25,sum_revenue25_50,51707.31707,avg_revenue25_50,폴리우레탄 모  폴리에스터  폴리에스터              ,95.12195122,8,0.06504065,6,기타,기타,기타,TM1I0WOP603W,TIME
램스울 블렌드 롱 니트 드레스,램스울블렌드롱니트드레스,니트 롱 ,# #DCBB             ,122,10480000,0,655000,tagprice75_100,dc_rate0_25,sum_revenue50_75,85901.63934,avg_revenue50_75,캐시미어 나일론  레이온  캐시미어  폴리에스터  모            ,90.16393443,16,0.131147541,12,기타,기타,기타,CM1I0KOP604W,theCASHMERE
리브 텍스처 롱 니트 드레스,리브텍스처롱니트드레스,니트 롱 ,# #CDF             ,121,6825000,0,525000,tagprice75_100,dc_rate0_25,sum_revenue25_50,56404.95868,avg_revenue25_50,면 캐시미어                ,92.56198347,13,0.107438017,9,기타,기타,기타,CM1I0KOP605W,theCASHMERE
스웻셔츠 레이어드 프린트 드레스,스웻셔츠레이어드프린트드레스,프린트 레이어드 셔츠,#BE              ,120,8690000,0,395000,tagprice75_100,dc_rate0_25,sum_revenue25_50,72416.66667,avg_revenue50_75,폴리에스터 면  폴리에스터  폴리에스터  폴리우레탄  폴리에스터  폴리에스터           ,90.83333333,22,0.183333333,11,기타,기타,기타,SJ1I0WOP953W,SJSJ
셔링 장식 프린팅 드레스,셔링장식프린팅드레스,프린트 장식 ,# #EDBD             ,121,55300000,0,395000,tagprice75_100,dc_rate0_25,sum_revenue75_100,457024.7934,avg_revenue75_100,폴리에스터 폴리에스터  폴리에스터               ,55.37190083,140,1.157024793,26,steady,spot,인기상품,SJ1I1WOP965W,SJSJ
플리츠 레이어드 스웻셔츠 드레스,플리츠레이어드스웻셔츠드레스,레이어드 플리츠 셔츠,#BE #FFF             ,120,19430000,0,335000,tagprice75_100,dc_rate0_25,sum_revenue50_75,161916.6667,avg_revenue75_100,면 폴리에스터  폴리에스터  면  면  폴리에스터  폴리에스터  면          ,70.83333333,58,0.483333333,35,steady,기타,인기상품,SY1I0WOP533W,SYSTEM
레이어 레더 벨티드 드레스,레이어레더벨티드드레스,벨트  ,#EDC #             ,120,5175000,0,575000,tagprice75_100,dc_rate0_25,sum_revenue25_50,43125,avg_revenue25_50,폴리우레탄 레이온  폴리우레탄  견              ,93.33333333,9,0.075,8,기타,기타,기타,CM1I1WOP642W,theCASHMERE
로우 사이드 슬리브리스 드레스,로우사이드슬리브리스드레스,기타  ,#DCBB #DC             ,119,9900000,0,495000,tagprice75_100,dc_rate0_25,sum_revenue50_75,83193.27731,avg_revenue50_75,폴리우레탄 레이온                ,84.87394958,20,0.168067227,18,steady,기타,기타,CM1I1WOP643W,theCASHMERE
후드 롱 셔츠 드레스,후드롱셔츠드레스,셔츠 롱 ,#ABA #CBCBCB             ,120,21275000,0,575000,tagprice75_100,dc_rate0_25,sum_revenue50_75,177291.6667,avg_revenue75_100,모                ,75.83333333,37,0.308333333,29,steady,기타,인기상품,CM1I1WOP644W,theCASHMERE
모크넥 리브 니트 드레스,모크넥리브니트드레스,니트  ,#              ,236,13860000,0,495000,tagprice75_100,dc_rate0_25,sum_revenue50_75,58728.81356,avg_revenue50_75,폴리에스터 레이온  모               ,89.40677966,28,0.118644068,25,기타,기타,기타,TM1I0KOP617W,TIME
타미진 여성 도트 패턴 셔츠 드레스,타미진여성도트패턴셔츠드레스,도트 셔츠 ,멀티네이비B 네이비 네이비            ,166,9900000,28.19349398,165000,tagprice25_50,dc_rate75_100,sum_revenue50_75,59638.55422,avg_revenue50_75,레이온 레이온                ,87.34939759,60,0.361445783,21,기타,spot,기타,TUMS1OZE12D0,TOMMYHILFIGER
여성용 코튼 혼방 셔츠 드레스 원피스(TUMS1OZE13A0),여성용코튼혼방셔츠드레스원피스,셔츠  ,블루 블루             ,167,2960000,28.05005988,185000,tagprice50_75,dc_rate75_100,sum_revenue25_50,17724.5509,avg_revenue0_25,면 나일론  폴리우레탄  폴리에스터  면  나일론  폴리우레탄           ,95.80838323,16,0.095808383,7,기타,기타,기타,TUMS1OZE13A0,TOMMYHILFIGER
오픈 칼라 플래킷 드레스,오픈칼라플래킷드레스,기타  ,#FBD              ,116,3150000,0,525000,tagprice75_100,dc_rate0_25,sum_revenue25_50,27155.17241,avg_revenue25_50,아세테이트 폴리에스터  폴리에스터               ,94.82758621,6,0.051724138,6,기타,기타,기타,IL1I0WOP211WP,LATTBYT
스캘럽 레이스 헴 니트 드레스,스캘럽레이스헴니트드레스,니트 레이스 ,#EAEC #BF             ,114,18625000,0,745000,tagprice75_100,dc_rate0_25,sum_revenue50_75,163377.193,avg_revenue75_100,캐시미어 폴리에스터  나일론               ,82.45614035,25,0.219298246,20,steady,기타,인기상품,MN1I0KOP602W,MINE
드레이프 벨티드 드레스,드레이프벨티드드레스,벨트  ,#CCAC #BE             ,114,9375000,6.578947368,375000,tagprice75_100,dc_rate0_25,sum_revenue25_50,82236.84211,avg_revenue50_75,면 폴리우레탄  레이온  폴리에스터  폴리에스터  면  폴리우레탄  레이온  폴리에스터  폴리에스터        ,83.33333333,25,0.219298246,19,steady,기타,인기상품,SJ1I0WOP952W,SJSJ
Pleated slit hem buckle belted skirt,NaN,기타  ,#BB #A             ,111,3315000,6.756756757,255000,tagprice50_75,dc_rate0_25,sum_revenue25_50,29864.86486,avg_revenue25_50,면 폴리에스터                ,92.79279279,13,0.117117117,8,기타,기타,기타,SJ1I0WSC451W,SJSJ
프린트 플레어 헴 벨티드 드레스,프린트플레어헴벨티드드레스,프린트 플레어 벨트,# #C             ,114,11375000,6.315789474,455000,tagprice75_100,dc_rate0_25,sum_revenue50_75,99780.70175,avg_revenue50_75,폴리에스터 폴리에스터  폴리에스터               ,84.21052632,25,0.219298246,18,steady,기타,기타,SJ1I1WOP964W,SJSJ
네파키즈 비보 라글란 원피스 KD22800,네파키즈비보라글란원피스,기타  ,보라              ,160,197500,10.5916875,39500,tagprice0_25,dc_rate25_50,sum_revenue0_25,1234.375,avg_revenue0_25,폴리에스터 레이온  폴리우레탄               ,96.875,5,0.03125,5,기타,기타,기타,KD22800,NEPA
